,abilities,bug,dark,dragon,electric,fairy,fight,fire,flying,ghost,grass,ground,ice,normal,poison,psychic,rock,steel,water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,image
73,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,120,3840,70,495,45,Megaton Pokémon,130,1059860,1.4,80,Golonyaゴローニャ,golem,50.0,76,55,65,45,rock,ground,300.0,1,0,./assets/images/golem.png
74,"['Run Away', 'Flash Fire', 'Flame Body']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,85,5120,70,410,190,Fire Horse Pokémon,55,1000000,1.0,50,Ponytaポニータ,ponyta,50.0,77,65,65,90,fire,,30.0,1,0,./assets/images/ponyta.png
75,"['Run Away', 'Flash Fire', 'Flame Body']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,100,5120,70,500,60,Fire Horse Pokémon,70,1000000,1.7,65,Gallopギャロップ,rapidash,50.0,78,80,80,105,fire,,95.0,1,0,./assets/images/rapidash.png
76,"['Oblivious', 'Own Tempo', 'Regenerator']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,65,5120,70,315,190,Dopey Pokémon,65,1000000,1.2,90,Yadonヤドン,slowpoke,50.0,79,40,40,15,water,psychic,36.0,1,0,./assets/images/slowpoke.png
77,"['Oblivious', 'Own Tempo', 'Regenerator']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,75,5120,70,590,75,Hermit Crab Pokémon,180,1000000,1.6,95,Yadoranヤドラン,slowbro,50.0,80,130,80,30,water,psychic,78.5,1,0,./assets/images/slowbro.png
78,"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,35,5120,70,325,190,Magnet Pokémon,70,1000000,0.3,25,Coilコイル,magnemite,,81,95,55,45,electric,steel,6.0,1,0,./assets/images/magnemite.png
79,"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,60,5120,70,465,60,Magnet Pokémon,95,1000000,1.0,50,Rarecoilレアコイル,magneton,,82,120,70,70,electric,steel,60.0,1,0,./assets/images/magneton.png
80,"['Run Away', 'Early Bird', 'Tangled Feet']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,85,5120,70,310,190,Twin Bird Pokémon,45,1000000,1.4,35,Dodoドードー,doduo,50.0,84,35,35,75,normal,flying,39.2,1,0,./assets/images/doduo.png
81,"['Run Away', 'Early Bird', 'Tangled Feet']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,110,5120,70,470,45,Triple Bird Pokémon,70,1000000,1.8,60,Dodorioドードリオ,dodrio,50.0,85,60,60,110,normal,flying,85.2,1,0,./assets/images/dodrio.png
82,"['Thick Fat', 'Hydration', 'Ice Body']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,45,5120,70,325,190,Sea Lion Pokémon,55,1000000,1.1,65,Pawouパウワウ,seel,50.0,86,45,70,45,water,,90.0,1,0,./assets/images/seel.png
83,"['Thick Fat', 'Hydration', 'Ice Body']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,70,5120,70,475,75,Sea Lion Pokémon,80,1000000,1.7,90,Jugonジュゴン,dewgong,50.0,87,70,95,70,water,ice,120.0,1,0,./assets/images/dewgong.png
84,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,80,5120,70,325,190,Sludge Pokémon,50,1000000,0.9,80,Betbeterベトベター,grimer,50.0,88,40,50,25,poison,poison,30.0,1,0,./assets/images/grimer.png
85,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,105,5120,70,500,75,Sludge Pokémon,75,1000000,1.2,105,Betbetonベトベトン,muk,50.0,89,65,100,50,poison,poison,30.0,1,0,./assets/images/muk.png
86,"['Shell Armor', 'Skill Link', 'Overcoat']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,5120,70,305,190,Bivalve Pokémon,100,1250000,0.3,30,Shellderシェルダー,shellder,50.0,90,45,25,40,water,,4.0,1,0,./assets/images/shellder.png
87,"['Shell Armor', 'Skill Link', 'Overcoat']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,95,5120,70,525,60,Bivalve Pokémon,180,1250000,1.5,50,Parshenパルシェン,cloyster,50.0,91,85,45,70,water,ice,132.5,1,0,./assets/images/cloyster.png
88,['Levitate'],0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,35,5120,70,310,190,Gas Pokémon,30,1059860,1.3,30,Ghosゴース,gastly,50.0,92,100,35,80,ghost,poison,0.1,1,0,./assets/images/gastly.png
89,['Levitate'],0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,50,5120,70,405,90,Gas Pokémon,45,1059860,1.6,45,Ghostゴースト,haunter,50.0,93,115,55,95,ghost,poison,0.1,1,0,./assets/images/haunter.png
90,['Cursed Body'],0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,65,5120,70,600,45,Shadow Pokémon,80,1059860,1.5,60,Gangarゲンガー,gengar,50.0,94,170,95,130,ghost,poison,40.5,1,0,./assets/images/gengar.png
91,"['Rock Head', 'Sturdy', 'Weak Armor']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,45,6400,70,385,45,Rock Snake Pokémon,160,1000000,8.8,35,Iwarkイワーク,onix,50.0,95,30,45,70,rock,ground,210.0,1,0,./assets/images/onix.png
92,"['Insomnia', 'Forewarn', 'Inner Focus']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,48,5120,70,328,190,Hypnosis Pokémon,45,1000000,1.0,60,Sleepeスリープ,drowzee,50.0,96,43,90,42,psychic,,32.4,1,0,./assets/images/drowzee.png
93,"['Insomnia', 'Forewarn', 'Inner Focus']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,73,5120,70,483,75,Hypnosis Pokémon,70,1000000,1.6,85,Sleeperスリーパー,hypno,50.0,97,73,115,67,psychic,,75.6,1,0,./assets/images/hypno.png
94,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105,5120,70,325,225,River Crab Pokémon,90,1000000,0.4,30,Crabクラブ,krabby,50.0,98,25,25,50,water,,6.5,1,0,./assets/images/krabby.png
95,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,130,5120,70,475,60,Pincer Pokémon,115,1000000,1.3,55,Kinglerキングラー,kingler,50.0,99,50,50,75,water,,60.0,1,0,./assets/images/kingler.png
96,"['Soundproof', 'Static', 'Aftermath']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,30,5120,70,330,190,Ball Pokémon,50,1000000,0.5,40,Biriridamaビリリダマ,voltorb,,100,55,55,100,electric,,10.4,1,0,./assets/images/voltorb.png
97,"['Soundproof', 'Static', 'Aftermath']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,50,5120,70,490,60,Ball Pokémon,70,1000000,1.2,60,Marumineマルマイン,electrode,,101,80,80,150,electric,,66.6,1,0,./assets/images/electrode.png
98,"['Chlorophyll', 'Harvest']",4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,40,5120,70,325,90,Egg Pokémon,80,1250000,0.4,60,Tamatamaタマタマ,exeggcute,50.0,102,60,45,40,grass,psychic,2.5,1,0,./assets/images/exeggcute.png
99,"['Chlorophyll', 'Harvest', 'Frisk', 'Harvest']",4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,105,5120,70,530,45,Coconut Pokémon,85,1250000,2.0,95,Nassyナッシー,exeggutor,50.0,103,125,75,45,grass,psychic,120.0,1,0,./assets/images/exeggutor.png
100,"['Rock Head', 'Lightningrod', 'Battle Armor']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,50,5120,70,320,190,Lonely Pokémon,95,1000000,0.4,50,Karakaraカラカラ,cubone,50.0,104,40,50,35,ground,,6.5,1,0,./assets/images/cubone.png
101,"['Rock Head', 'Lightningrod', 'Battle Armor', 'Cursed Body', 'Lightningrod', 'Rock Head']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,80,5120,70,425,75,Bone Keeper Pokémon,110,1000000,1.0,60,Garagaraガラガラ,marowak,50.0,105,50,80,45,ground,fire,45.0,1,0,./assets/images/marowak.png
102,"['Limber', 'Reckless', 'Unburden']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,120,6400,70,455,45,Kicking Pokémon,53,1000000,1.5,50,Sawamularサワムラー,hitmonlee,100.0,106,35,110,87,fighting,,49.8,1,0,./assets/images/hitmonlee.png
103,"['Keen Eye', 'Iron Fist', 'Inner Focus']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,105,6400,70,455,45,Punching Pokémon,79,1000000,1.4,50,Ebiwalarエビワラー,hitmonchan,100.0,107,35,110,76,fighting,,50.2,1,0,./assets/images/hitmonchan.png
104,"['Own Tempo', 'Oblivious', 'Cloud Nine']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,5120,70,385,45,Licking Pokémon,75,1000000,1.2,90,Beroringaベロリンガ,lickitung,50.0,108,60,75,30,normal,,65.5,1,0,./assets/images/lickitung.png
105,['Levitate'],0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,65,5120,70,340,190,Poison Gas Pokémon,95,1000000,0.6,40,Dogarsドガース,koffing,50.0,109,60,45,35,poison,,1.0,1,0,./assets/images/koffing.png
106,['Levitate'],0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,90,5120,70,490,60,Poison Gas Pokémon,120,1000000,1.2,65,Matadogasマタドガス,weezing,50.0,110,85,70,60,poison,,9.5,1,0,./assets/images/weezing.png
107,"['Lightningrod', 'Rock Head', 'Reckless']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,85,5120,70,345,120,Spikes Pokémon,95,1250000,1.0,80,Sihornサイホーン,rhyhorn,50.0,111,30,30,25,ground,rock,115.0,1,0,./assets/images/rhyhorn.png
108,"['Lightningrod', 'Rock Head', 'Reckless']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,130,5120,70,485,60,Drill Pokémon,120,1250000,1.9,105,Sidonサイドン,rhydon,50.0,112,45,45,40,ground,rock,120.0,1,0,./assets/images/rhydon.png
109,"['Natural Cure', 'Serene Grace', 'Healer']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,10240,140,450,30,Egg Pokémon,5,800000,1.1,250,Luckyラッキー,chansey,0.0,113,35,105,50,normal,,34.6,1,0,./assets/images/chansey.png
110,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,55,5120,70,435,45,Vine Pokémon,115,1000000,1.0,65,Monjaraモンジャラ,tangela,50.0,114,100,40,60,grass,,35.0,1,0,./assets/images/tangela.png
111,"['Early Bird', 'Scrappy', 'Inner Focus']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125,5120,70,590,45,Parent Pokémon,100,1000000,2.2,105,Garuraガルーラ,kangaskhan,0.0,115,60,100,100,normal,,80.0,1,0,./assets/images/kangaskhan.png
112,"['Swift Swim', 'Sniper', 'Damp']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,40,5120,70,295,225,Dragon Pokémon,70,1000000,0.4,30,Tattuタッツー,horsea,50.0,116,70,25,60,water,,8.0,1,0,./assets/images/horsea.png
113,"['Poison Point', 'Sniper', 'Damp']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,5120,70,440,75,Dragon Pokémon,95,1000000,1.2,55,Seadraシードラ,seadra,50.0,117,95,45,85,water,,25.0,1,0,./assets/images/seadra.png
114,"['Swift Swim', 'Water Veil', 'Lightningrod']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,67,5120,70,320,225,Goldfish Pokémon,60,1000000,0.6,45,Tosakintoトサキント,goldeen,50.0,118,35,50,63,water,,15.0,1,0,./assets/images/goldeen.png
115,"['Swift Swim', 'Water Veil', 'Lightningrod']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,92,5120,70,450,60,Goldfish Pokémon,65,1000000,1.3,80,Azumaoアズマオウ,seaking,50.0,119,65,80,68,water,,39.0,1,0,./assets/images/seaking.png
116,"['Illuminate', 'Natural Cure', 'Analytic']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,45,5120,70,340,225,Starshape Pokémon,55,1250000,0.8,30,Hitodemanヒトデマン,staryu,,120,70,55,85,water,,34.5,1,0,./assets/images/staryu.png
117,"['Illuminate', 'Natural Cure', 'Analytic']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,75,5120,70,520,60,Mysterious Pokémon,85,1250000,1.1,60,Starmieスターミー,starmie,,121,100,85,115,water,psychic,80.0,1,0,./assets/images/starmie.png
118,"['Swarm', 'Technician', 'Steadfast']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,110,6400,70,500,45,Mantis Pokémon,80,1000000,1.5,70,Strikeストライク,scyther,50.0,123,55,80,105,bug,flying,56.0,1,0,./assets/images/scyther.png
119,"['Oblivious', 'Forewarn', 'Dry Skin']",2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,50,6400,70,455,45,Humanshape Pokémon,35,1000000,1.4,65,Rougelaルージュラ,jynx,0.0,124,115,95,95,ice,psychic,40.6,1,0,./assets/images/jynx.png
120,"['Static', 'Vital Spirit']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,83,6400,70,490,45,Electric Pokémon,57,1000000,1.1,65,Elebooエレブー,electabuzz,75.4,125,95,85,105,electric,,30.0,1,0,./assets/images/electabuzz.png
121,"['Flame Body', 'Vital Spirit']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,95,6400,70,495,45,Spitfire Pokémon,57,1000000,1.3,65,Booberブーバー,magmar,75.4,126,100,85,93,fire,,44.5,1,0,./assets/images/magmar.png
122,"['Hyper Cutter', 'Mold Breaker', 'Moxie']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,155,6400,70,600,45,Stagbeetle Pokémon,120,1250000,1.5,65,Kailiosカイロス,pinsir,50.0,127,65,90,105,bug,,55.0,1,0,./assets/images/pinsir.png
123,"['Intimidate', 'Anger Point', 'Sheer Force']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100,5120,70,490,45,Wild Bull Pokémon,95,1250000,1.4,75,Kentaurosケンタロス,tauros,100.0,128,40,70,110,normal,,88.4,1,0,./assets/images/tauros.png
124,"['Swift Swim', 'Rattled']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,10,1280,70,200,255,Fish Pokémon,55,1250000,0.9,20,Koikingコイキング,magikarp,50.0,129,15,20,80,water,,10.0,1,0,./assets/images/magikarp.png
125,"['Intimidate', 'Moxie']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,155,1280,70,640,45,Atrocious Pokémon,109,1250000,6.5,95,Gyaradosギャラドス,gyarados,50.0,130,70,130,81,water,flying,235.0,1,0,./assets/images/gyarados.png
126,"['Water Absorb', 'Shell Armor', 'Hydration']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,85,10240,70,535,45,Transport Pokémon,80,1250000,2.5,130,Laplaceラプラス,lapras,50.0,131,85,95,60,water,ice,220.0,1,0,./assets/images/lapras.png
127,"['Limber', 'Imposter']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,48,5120,70,288,35,Transform Pokémon,48,1000000,0.3,48,Metamonメタモン,ditto,,132,48,48,48,normal,,4.0,1,0,./assets/images/ditto.png
128,"['Run Away', 'Adaptability', 'Anticipation']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,8960,70,325,45,Evolution Pokémon,50,1000000,0.3,55,Eievuiイーブイ,eevee,88.1,133,45,65,55,normal,,6.5,1,0,./assets/images/eevee.png
129,"['Water Absorb', 'Hydration']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,8960,70,525,45,Bubble Jet Pokémon,60,1000000,1.0,130,Showersシャワーズ,vaporeon,88.1,134,110,95,65,water,,29.0,1,0,./assets/images/vaporeon.png
130,"['Volt Absorb', 'Quick Feet']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,65,8960,70,525,45,Lightning Pokémon,60,1000000,0.8,65,Thundersサンダース,jolteon,88.1,135,110,95,130,electric,,24.5,1,0,./assets/images/jolteon.png
131,"['Flash Fire', 'Guts']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,130,8960,70,525,45,Flame Pokémon,60,1000000,0.9,65,Boosterブースター,flareon,88.1,136,95,110,65,fire,,25.0,1,0,./assets/images/flareon.png
132,"['Trace', 'Download', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,5120,70,395,45,Virtual Pokémon,70,1000000,0.8,65,Porygonポリゴン,porygon,,137,85,75,40,normal,,36.5,1,0,./assets/images/porygon.png
133,"['Swift Swim', 'Shell Armor', 'Weak Armor']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,40,7680,70,355,45,Spiral Pokémon,100,1000000,0.4,35,Omniteオムナイト,omanyte,88.1,138,90,55,35,rock,water,7.5,1,0,./assets/images/omanyte.png
134,"['Swift Swim', 'Shell Armor', 'Weak Armor']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,60,7680,70,495,45,Spiral Pokémon,125,1000000,1.0,70,Omstarオムスター,omastar,88.1,139,115,70,55,rock,water,35.0,1,0,./assets/images/omastar.png
135,"['Swift Swim', 'Battle Armor', 'Weak Armor']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,80,7680,70,355,45,Shellfish Pokémon,90,1000000,0.5,30,Kabutoカブト,kabuto,88.1,140,55,45,55,rock,water,11.5,1,0,./assets/images/kabuto.png
136,"['Swift Swim', 'Battle Armor', 'Weak Armor']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,115,7680,70,495,45,Shellfish Pokémon,105,1000000,1.3,60,Kabutopsカブトプス,kabutops,88.1,141,65,70,80,rock,water,40.5,1,0,./assets/images/kabutops.png
137,"['Rock Head', 'Pressure', 'Unnerve']",0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,135,8960,70,615,45,Fossil Pokémon,85,1250000,1.8,80,Pteraプテラ,aerodactyl,88.1,142,70,95,150,rock,flying,59.0,1,0,./assets/images/aerodactyl.png
138,"['Immunity', 'Thick Fat', 'Gluttony']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110,10240,70,540,25,Sleeping Pokémon,65,1250000,2.1,160,Kabigonカビゴン,snorlax,88.1,143,65,110,30,normal,,460.0,1,0,./assets/images/snorlax.png
139,"['Pressure', 'Snow Cloak']",0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,85,20480,35,580,3,Freeze Pokémon,100,1250000,1.7,90,Freezerフリーザー,articuno,,144,95,125,85,ice,flying,55.4,1,1,./assets/images/articuno.png
140,"['Pressure', 'Static']",0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,90,20480,35,580,3,Electric Pokémon,85,1250000,1.6,90,Thunderサンダー,zapdos,,145,125,90,100,electric,flying,52.6,1,1,./assets/images/zapdos.png
141,"['Pressure', 'Flame Body']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,100,20480,35,580,3,Flame Pokémon,90,1250000,2.0,90,Fireファイヤー,moltres,,146,125,85,90,fire,flying,60.0,1,1,./assets/images/moltres.png
142,"['Shed Skin', 'Marvel Scale']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,64,10240,35,300,45,Dragon Pokémon,45,1250000,1.8,41,Miniryuミニリュウ,dratini,50.0,147,50,50,50,dragon,,3.3,1,0,./assets/images/dratini.png
143,"['Shed Skin', 'Marvel Scale']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,84,10240,35,420,45,Dragon Pokémon,65,1250000,4.0,61,Hakuryuハクリュー,dragonair,50.0,148,70,70,70,dragon,,16.5,1,0,./assets/images/dragonair.png
144,"['Inner Focus', 'Multiscale']",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,134,10240,35,600,45,Dragon Pokémon,95,1250000,2.2,91,Kairyuカイリュー,dragonite,50.0,149,100,100,80,dragon,flying,210.0,1,0,./assets/images/dragonite.png
145,"['Pressure', 'Unnerve']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,150,30720,0,780,3,Genetic Pokémon,70,1250000,2.0,106,Mewtwoミュウツー,mewtwo,,150,194,120,140,psychic,,122.0,1,1,./assets/images/mewtwo.png
146,['Synchronize'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,100,30720,100,600,45,New Species Pokémon,100,1059860,0.4,100,Mewミュウ,mew,,151,100,100,100,psychic,,4.0,1,1,./assets/images/mew.png
147,"['Overgrow', 'Leaf Guard']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,49,5120,70,318,45,Leaf Pokémon,65,1059860,0.9,45,Chicoritaチコリータ,chikorita,88.1,152,49,65,45,grass,,6.4,2,0,./assets/images/chikorita.png
